Date,Solar Radiation (W/m²),Temperature (°C),Wind Speed (m/s),Humidity (% RH),Surface Temperature (°C)
2019-08-04,23.12,34.39,3.12,55.29,37.17
2019-08-05,23.89,35.15,4.59,49.79,38.41
2019-08-06,23.89,35.64,5.7,47.58,38.57
2019-08-07,21.9,35.54,3.55,48.21,39.57
2019-08-08,20.05,32.9,2.67,57.36,34.53
2019-08-09,23.81,33.85,4.07,55.13,35.13
2019-08-10,17.45,33.52,6.21,53.93,35.73
2019-08-11,18.37,32.69,5.44,59.71,35.73
2019-08-12,21.52,32.84,5.42,55.18,36.05
2019-08-13,23.67,33.95,4.9,47.63,37.02
2019-08-14,23.18,33.91,5.58,48.31,36.76
2019-08-15,17.26,34.05,3.05,50.78,37.37
2019-08-16,13.05,30.78,4.37,66.98,32.07
2019-08-17,23.04,30.11,4.2,69.37,30.13
2019-08-18,25.38,33.1,5.29,55.0,35.29
2019-08-19,25.51,33.46,3.69,50.73,36.79
2019-08-20,25.6,33.9,4.09,47.45,36.98
2019-08-21,26.08,33.97,5.1,44.54,36.56
2019-08-22,25.96,33.77,4.45,44.39,36.8
2019-08-23,25.57,34.46,4.4,44.31,37.52
2019-08-24,25.5,34.33,4.76,40.59,37.03
2019-08-25,23.53,34.2,3.85,41.33,36.82
2019-08-26,18.58,34.11,4.56,43.49,36.22
2019-08-27,19.26,32.11,3.38,58.73,34.4
2019-08-28,14.42,31.51,2.29,68.32,32.4
2019-08-29,16.1,30.51,2.33,75.59,30.7
2019-08-30,20.06,31.75,2.0,64.09,32.2
2019-08-31,19.61,32.04,1.82,59.09,34.48
2019-09-01,21.23,32.35,1.59,60.6,34.08
2019-09-02,16.36,32.35,1.58,60.31,33.87
2019-09-03,20.96,32.25,2.17,61.56,34.15
2019-09-04,21.27,32.57,2.41,62.25,34.3
2019-09-05,21.82,32.84,2.73,63.17,34.49
2019-09-06,21.66,33.85,2.15,57.72,35.25
2019-09-07,19.78,33.78,3.67,55.62,35.57
2019-09-08,21.26,33.65,2.76,52.34,35.88
2019-09-09,22.51,35.75,1.84,44.66,38.75
2019-09-10,22.93,36.49,3.27,41.43,38.91
2019-09-11,23.19,36.4,4.91,45.35,38.6
2019-09-12,21.41,35.09,5.47,51.49,37.03
2019-09-13,16.75,33.98,4.45,52.67,35.4
2019-09-14,22.04,35.33,3.62,46.2,37.85
2019-09-15,19.71,35.05,3.09,45.47,37.5
2019-09-16,22.56,34.66,4.43,46.7,36.98
2019-09-17,22.95,33.75,4.48,46.8,35.81
2019-09-18,22.67,33.95,3.61,44.16,36.19
2019-09-19,22.47,33.69,2.14,36.56,36.42
2019-09-20,20.33,32.87,3.42,50.29,35.77
2019-09-21,20.23,32.7,2.9,47.84,35.31
2019-09-22,20.57,32.99,2.9,50.11,35.88
2019-09-23,20.32,32.31,3.35,52.05,35.26
2019-09-24,21.85,32.25,3.4,50.72,35.13
2019-09-25,20.53,31.99,3.78,53.37,34.26
2019-09-26,20.17,31.44,4.15,56.71,33.94
2019-09-27,19.31,31.68,3.08,54.55,34.39
2019-09-28,20.18,31.61,2.85,55.57,34.63
2019-09-29,16.76,31.31,2.06,55.09,34.12
2019-09-30,19.97,30.9,1.75,54.08,33.84
2019-10-01,17.55,30.24,2.1,58.38,31.53
2019-10-02,20.02,28.76,1.83,63.29,29.0
2019-10-03,19.26,26.85,3.02,77.51,26.56
2019-10-04,19.26,25.86,2.24,65.72,26.11
2019-10-05,20.87,27.2,2.08,57.74,28.56
2019-10-06,12.65,25.72,2.69,65.99,25.82
2019-10-07,19.57,25.78,2.92,61.03,27.14
2019-10-08,20.43,27.84,1.56,42.42,28.54
2019-10-09,21.02,29.01,2.05,35.31,29.59
2019-10-10,21.05,28.72,2.41,35.56,29.95
2019-10-11,20.4,29.46,1.91,33.36,30.57
2019-10-12,19.69,29.96,2.4,33.57,30.64
2019-10-13,19.25,30.69,1.77,32.12,31.25
2019-10-14,19.42,31.08,2.23,32.55,31.96
2019-10-15,18.91,31.58,1.24,27.59,31.8
2019-10-16,18.87,30.7,1.27,28.96,30.35
2019-10-17,16.48,31.28,0.75,29.5,31.76
2019-10-18,18.63,30.39,2.27,35.21,31.48
2019-10-19,17.2,28.09,3.24,39.43,29.54
2019-10-20,18.41,27.68,2.65,35.65,29.33
2019-10-21,18.89,27.03,2.78,32.74,28.16
2019-10-22,18.97,27.08,2.3,31.34,27.39
2019-10-23,18.7,27.73,2.75,31.1,28.08
2019-10-24,18.57,28.31,2.21,28.3,28.41
2019-10-25,18.44,27.73,1.96,27.96,28.3
2019-10-26,17.63,26.15,3.34,37.36,27.03
2019-10-27,17.01,26.04,2.61,40.29,26.49
2019-10-28,16.99,26.13,2.84,39.7,26.51
2019-10-29,6.87,26.64,2.52,52.91,27.13
2019-10-30,11.59,28.49,1.4,43.61,29.51
2019-10-31,16.92,28.88,1.6,40.76,29.52
2019-11-01,9.54,27.81,1.97,42.47,28.76
2019-11-02,11.11,24.7,2.94,54.97,24.59
2019-11-03,12.75,25.39,2.39,56.23,26.52
2019-11-04,17.07,26.47,1.04,45.08,26.63
2019-11-05,16.91,26.18,2.4,34.07,25.62
2019-11-06,16.33,25.06,3.67,36.58,25.04
2019-11-07,17.57,21.71,3.39,30.37,22.35
2019-11-08,17.47,20.43,4.32,40.48,21.08
2019-11-09,16.39,19.74,3.41,43.62,20.7
2019-11-10,16.14,21.31,2.46,32.63,21.61
2019-11-11,16.85,22.35,2.14,29.09,22.58
2019-11-12,10.3,23.07,2.98,42.26,23.56
2019-11-13,10.34,24.64,2.84,49.78,25.25
2019-11-14,3.59,20.46,3.3,78.86,20.2
2019-11-15,7.63,18.84,4.44,81.89,19.42
2019-11-16,10.41,19.27,4.45,80.32,19.8
2019-11-17,12.79,20.23,2.81,70.57,20.58
2019-11-18,14.91,21.23,2.07,54.7,20.97
2019-11-19,15.07,21.95,1.19,47.48,21.22
2019-11-20,15.44,21.47,2.02,46.32,21.24
2019-11-21,12.45,21.94,2.9,53.79,22.19
2019-11-22,10.51,22.22,4.19,59.57,22.94
2019-11-23,12.74,20.47,3.8,56.95,21.19
2019-11-24,13.76,20.14,2.49,56.05,20.27
2019-11-25,15.11,19.59,3.0,48.58,19.44
2019-11-26,9.84,18.98,3.21,46.92,18.95
2019-11-27,12.79,18.51,2.41,62.13,18.27
2019-11-28,14.08,18.51,2.27,51.31,17.68
2019-11-29,13.36,16.68,3.51,58.75,16.82
2019-11-30,14.27,15.51,3.37,48.46,15.45
2019-12-01,13.89,16.13,2.94,40.31,15.24
2019-12-02,14.59,17.37,2.29,33.97,16.04
2019-12-03,15.59,17.91,2.19,33.49,16.79
2019-12-04,14.71,17.0,3.05,34.03,16.43
2019-12-05,12.47,16.8,2.98,35.88,16.47
2019-12-06,12.74,16.24,3.18,38.12,15.16
2019-12-07,13.12,16.26,2.58,36.25,14.63
2019-12-08,13.33,15.96,3.05,42.05,15.23
2019-12-09,12.63,16.9,2.51,44.76,16.7
2019-12-10,12.53,17.47,2.06,39.77,16.43
2019-12-11,9.84,17.24,2.4,41.36,16.51
2019-12-12,5.15,16.11,2.81,71.57,17.25
2019-12-13,12.48,14.55,2.65,70.02,14.6
2019-12-14,12.71,14.44,3.38,58.4,14.71
2019-12-15,7.88,13.45,3.27,58.88,13.72
2019-12-16,11.87,12.4,3.0,60.56,12.65
2019-12-17,12.95,12.12,3.01,55.91,12.05
2019-12-18,14.06,13.09,2.15,48.98,12.95
2019-12-19,12.0,14.81,2.8,43.6,14.87
2019-12-20,9.87,16.91,2.57,41.81,17.24
2019-12-21,13.43,15.91,3.5,41.42,15.74
2019-12-22,13.73,13.28,3.74,47.09,13.06
2019-12-23,14.75,13.2,3.42,44.1,12.81
2019-12-24,14.31,13.37,3.85,38.65,13.32
2019-12-25,13.56,12.03,3.27,40.54,11.68
2019-12-26,14.81,14.01,1.71,32.76,12.02
2019-12-27,14.99,12.74,2.83,34.48,12.16
2019-12-28,14.49,11.66,3.34,36.54,11.72
2019-12-29,13.62,10.28,3.65,41.7,10.47
2019-12-30,11.75,9.59,3.29,43.05,9.89
2019-12-31,9.42,9.28,3.61,44.95,9.52
2020-01-01,9.93,10.36,4.04,52.88,10.62
2020-01-02,10.99,11.23,3.78,54.86,11.82
2020-01-03,12.54,12.87,2.69,47.14,12.5
2020-01-04,12.85,15.73,1.94,41.2,13.7
2020-01-05,7.65,16.38,2.14,43.39,15.24
2020-01-06,7.36,15.15,2.92,51.99,15.6
2020-01-07,4.31,12.18,3.12,78.88,12.52
2020-01-08,15.59,11.76,3.3,59.56,11.26
2020-01-09,15.96,10.86,3.08,49.61,10.78
2020-01-10,14.23,10.57,3.76,47.62,10.66
2020-01-11,13.62,12.76,3.69,37.8,13.06
2020-01-12,8.91,14.45,2.8,41.84,14.5
2020-01-13,8.44,11.71,3.99,69.1,12.16
2020-01-14,16.24,11.03,2.19,63.06,11.21
2020-01-15,14.51,10.58,2.88,57.4,11.03
2020-01-16,13.89,11.11,3.2,52.6,11.06
2020-01-17,15.68,13.07,1.43,42.79,11.6
2020-01-18,15.63,12.86,2.11,40.86,12.19
2020-01-19,14.55,12.19,2.47,45.49,12.14
2020-01-20,11.28,12.9,2.28,41.6,12.5
2020-01-21,15.0,13.99,3.37,45.84,14.46
2020-01-22,15.29,13.52,4.27,53.86,13.81
2020-01-23,15.06,13.6,2.78,57.23,13.89
2020-01-24,15.75,15.12,1.68,48.29,14.91
2020-01-25,15.69,18.24,1.8,38.28,16.84
2020-01-26,15.55,18.83,2.0,39.63,18.36
2020-01-27,11.65,16.82,2.01,50.37,16.88
2020-01-28,15.08,14.68,3.77,61.96,14.89
2020-01-29,16.63,15.64,2.76,39.83,14.74
2020-01-30,16.66,14.29,2.29,40.38,14.41
2020-01-31,16.4,14.54,2.13,41.84,14.16
2020-02-01,16.62,14.98,2.27,34.32,14.57
2020-02-02,17.34,14.15,2.71,39.86,14.99
2020-02-03,16.54,14.68,2.76,37.07,14.96
2020-02-04,13.89,13.93,3.69,41.51,14.37
2020-02-05,16.17,13.04,3.73,50.41,13.86
2020-02-06,17.54,15.04,2.24,40.42,14.61
2020-02-07,17.68,15.31,2.67,34.1,15.37
2020-02-08,17.72,14.84,3.29,37.97,15.43
2020-02-09,16.11,15.56,3.34,31.9,15.55
2020-02-10,16.43,15.78,3.24,29.57,16.02
2020-02-11,18.03,16.7,3.49,30.61,17.07
2020-02-12,16.96,17.59,3.01,34.41,18.42
2020-02-13,17.28,19.61,2.79,36.59,20.25
2020-02-14,19.34,18.02,2.68,30.9,17.95
2020-02-15,19.61,20.68,1.41,15.56,18.0
2020-02-16,19.25,22.32,1.64,14.48,19.83
2020-02-17,19.42,21.88,2.18,17.27,20.77
2020-02-18,19.99,22.25,2.58,17.51,20.74
2020-02-19,16.62,21.81,4.44,21.31,20.7
2020-02-20,18.51,19.35,4.88,33.01,19.62
2020-02-21,18.22,17.74,3.13,40.82,18.06
2020-02-22,17.0,18.61,3.83,51.45,19.57
2020-02-23,16.6,19.19,3.55,53.31,20.19
2020-02-24,16.43,21.32,2.0,42.8,21.55
2020-02-25,19.15,23.53,2.79,31.83,22.73
2020-02-26,18.81,24.86,1.58,28.18,24.22
2020-02-27,15.62,24.11,2.9,29.25,23.97
2020-02-28,19.56,24.84,4.6,30.51,25.54
2020-02-29,16.9,21.68,3.48,49.52,23.44
2020-03-01,18.29,21.67,3.82,48.53,23.41
2020-03-02,20.11,21.75,2.37,47.59,23.96
2020-03-03,20.45,22.97,1.88,38.1,24.3
2020-03-04,20.66,23.49,3.17,31.65,24.04
2020-03-05,18.22,21.78,4.46,40.03,22.77
2020-03-06,12.36,16.83,3.15,74.07,16.66
2020-03-07,22.73,19.14,1.84,49.09,19.93
2020-03-08,22.34,20.49,3.41,42.31,21.55
2020-03-09,22.73,20.99,2.78,39.26,22.75
2020-03-10,17.7,22.13,4.53,36.97,23.28
2020-03-11,15.07,19.3,4.8,58.59,20.23
2020-03-12,22.18,17.96,5.23,40.85,17.88
2020-03-13,22.68,17.79,3.3,40.57,18.91
2020-03-14,23.23,18.85,3.03,46.02,20.18
2020-03-15,20.77,18.85,3.71,49.09,20.09
2020-03-16,21.18,20.93,2.59,40.04,22.38
2020-03-17,22.22,23.89,2.38,31.57,25.11
2020-03-18,23.62,25.16,2.28,30.32,26.76
2020-03-19,21.38,27.04,2.26,30.68,27.91
2020-03-20,22.77,27.15,2.63,27.25,28.42
2020-03-21,22.84,25.62,2.52,33.83,27.66
2020-03-22,18.05,26.46,2.62,38.22,29.01
2020-03-23,18.81,25.6,2.72,53.92,26.78
2020-03-24,17.23,25.69,2.43,47.07,25.89
2020-03-25,14.23,26.81,3.61,45.01,28.1
2020-03-26,7.68,23.01,2.82,68.06,23.75
2020-03-27,22.1,21.23,3.7,65.96,21.74
2020-03-28,25.03,24.42,2.58,41.79,25.4
2020-03-29,24.75,25.75,2.08,31.45,27.25
2020-03-30,24.45,25.78,2.62,34.17,27.51
2020-03-31,22.52,26.23,4.55,36.41,27.72
2020-04-01,25.21,24.96,3.88,48.95,27.13
2020-04-02,25.81,25.38,2.93,41.3,27.92
2020-04-03,25.7,26.47,3.01,27.83,28.74
2020-04-04,25.83,28.75,2.4,24.3,30.58
2020-04-05,26.0,29.04,3.57,29.6,31.0
2020-04-06,25.8,29.07,2.2,32.61,31.49
2020-04-07,22.53,28.59,4.34,29.96,30.6
2020-04-08,26.19,26.75,3.81,42.76,29.36
2020-04-09,26.07,29.21,2.69,27.79,31.25
2020-04-10,22.89,29.79,4.31,30.71,31.68
2020-04-11,23.32,29.51,2.84,44.34,32.07
2020-04-12,24.64,32.26,2.61,33.2,34.13
2020-04-13,16.66,31.97,4.66,22.31,32.48
2020-04-14,17.1,30.61,5.56,23.37,30.87
2020-04-15,25.5,30.99,4.51,31.68,33.4
2020-04-16,18.95,31.1,3.69,31.86,33.48
2020-04-17,24.01,30.43,3.98,38.6,32.7
2020-04-18,24.97,29.4,3.87,39.35,31.82
2020-04-19,24.32,30.24,3.33,36.84,33.42
2020-04-20,21.76,29.23,4.6,40.98,31.76
2020-04-21,26.88,30.04,3.23,36.03,33.21
2020-04-22,18.86,30.67,3.27,34.33,32.76
2020-04-23,21.62,31.21,3.28,41.18,33.96
2020-04-24,23.51,32.91,1.68,34.36,35.75
2020-04-25,26.22,33.71,2.58,28.8,36.49
2020-04-26,25.35,34.0,2.98,31.19,37.06
2020-04-27,26.17,34.36,3.55,25.24,36.75
2020-04-28,26.47,33.93,3.03,27.47,36.65
2020-04-29,26.55,34.4,2.75,25.9,37.55
2020-04-30,24.81,34.69,1.88,26.68,36.42
2020-05-01,27.44,34.98,5.36,20.47,36.57
2020-05-02,27.26,35.12,5.04,26.86,37.66
2020-05-03,22.45,35.3,3.39,28.02,38.26
2020-05-04,18.66,33.51,2.86,29.44,36.21
2020-05-05,26.27,34.61,2.09,24.74,37.42
2020-05-06,27.6,34.47,4.8,24.94,35.97
2020-05-07,27.14,34.6,1.94,21.41,36.73
2020-05-08,28.34,36.06,1.72,15.42,38.85
2020-05-09,27.57,36.0,4.33,23.64,38.63
2020-05-10,27.4,35.68,4.25,24.33,38.67
2020-05-11,27.08,35.92,5.42,24.07,38.26
2020-05-12,25.78,35.22,3.66,28.8,38.53
2020-05-13,26.3,34.51,2.59,28.26,38.37
2020-05-14,26.18,34.83,2.68,29.55,38.24
2020-05-15,25.6,33.72,3.61,37.87,37.62
2020-05-16,26.63,35.17,2.83,26.93,38.81
2020-05-17,25.59,33.94,4.27,14.66,35.76
2020-05-18,29.17,33.61,4.19,17.11,35.43
2020-05-19,29.28,33.84,4.4,22.87,35.99
2020-05-20,28.82,34.57,3.07,20.28,37.6
2020-05-21,28.05,36.18,5.76,24.01,38.35
2020-05-22,27.35,36.49,6.41,30.33,38.65
2020-05-23,27.94,37.23,5.47,25.43,39.98
2020-05-24,26.78,37.24,4.36,28.15,40.35
2020-05-25,27.22,37.7,5.76,27.18,40.35
2020-05-26,28.26,37.18,6.98,29.52,39.15
2020-05-27,29.42,36.13,6.56,27.58,37.87
2020-05-28,27.88,36.89,7.1,29.9,38.8
2020-05-29,22.35,35.64,6.23,40.0,37.88
2020-05-30,20.9,33.58,3.57,43.38,34.99
2020-05-31,26.42,33.37,3.68,42.78,36.52
2020-06-01,27.14,33.28,4.09,45.91,35.7
2020-06-02,27.16,33.66,2.58,39.24,37.35
2020-06-03,23.23,34.79,3.25,36.28,37.67
2020-06-04,26.38,31.6,2.49,48.82,33.44
2020-06-05,21.12,32.66,3.63,49.73,34.93
2020-06-06,25.86,32.96,5.75,49.07,35.4
2020-06-07,26.34,34.36,4.55,41.59,38.05
2020-06-08,26.39,35.59,4.95,39.59,39.26
2020-06-09,27.72,36.65,5.2,37.75,40.28
2020-06-10,26.77,37.2,5.25,37.02,40.73
2020-06-11,27.91,38.03,5.7,36.4,41.44
2020-06-12,26.76,38.63,4.5,32.72,42.17
2020-06-13,23.35,38.13,3.11,34.42,42.07
2020-06-14,26.37,38.51,3.14,33.44,42.57
2020-06-15,27.31,38.25,3.74,34.78,40.06
2020-06-16,27.72,39.11,4.32,25.64,41.51
2020-06-17,27.68,39.23,5.06,25.91,41.87
2020-06-18,26.14,37.92,7.42,33.63,40.54
2020-06-19,26.29,38.07,7.53,36.76,40.91
2020-06-20,27.19,37.04,6.34,39.24,40.6
2020-06-21,27.43,37.57,5.38,38.36,41.51
2020-06-22,28.1,37.37,4.67,36.62,41.51
2020-06-23,26.85,38.23,4.39,35.56,43.0
2020-06-24,26.54,38.9,4.06,34.89,43.65
2020-06-25,23.13,36.79,6.0,43.35,39.13
2020-06-26,24.97,35.64,7.13,43.28,37.53
2020-06-27,24.99,36.97,6.56,40.44,39.93
2020-06-28,23.6,37.17,7.89,42.22,39.96
2020-06-29,25.82,37.08,6.73,40.3,39.92
2020-06-30,27.04,38.42,3.84,34.88,41.96
2020-07-01,26.15,38.92,3.0,32.88,43.07
2020-07-02,26.41,38.42,6.04,38.05,42.24
2020-07-03,27.0,39.08,6.66,36.26,42.37
2020-07-04,27.24,39.43,6.22,34.2,42.85
2020-07-05,21.33,36.71,4.03,42.79,40.25
2020-07-06,24.27,34.74,2.03,48.73,37.05
2020-07-07,17.7,35.93,2.86,38.4,38.2
2020-07-08,22.25,35.03,4.5,46.62,38.45
2020-07-09,25.45,35.16,3.8,46.7,39.83
2020-07-10,26.4,35.75,7.08,47.31,39.03
2020-07-11,25.22,35.61,6.73,51.74,38.94
2020-07-12,22.59,34.76,7.39,51.04,37.95
2020-07-13,23.64,35.25,4.33,45.85,39.49
2020-07-14,21.23,36.97,3.67,40.57,41.6
2020-07-15,24.7,38.22,3.08,36.84,42.95
2020-07-16,22.54,38.94,4.23,32.47,42.02
2020-07-17,24.54,38.09,3.48,36.82,42.07
2020-07-18,21.35,34.07,2.14,60.41,35.49
2020-07-19,23.48,34.72,5.33,54.13,36.62
2020-07-20,23.96,35.16,7.86,50.55,37.51
2020-07-21,14.69,32.0,6.37,67.0,32.92
2020-07-22,22.42,31.29,4.36,66.52,33.11
2020-07-23,26.77,35.0,4.46,48.52,37.65
2020-07-24,25.74,36.02,3.93,45.53,39.35
2020-07-25,23.2,35.66,3.64,44.66,39.49
2020-07-26,18.5,34.14,4.1,51.83,38.21
2020-07-27,26.14,34.23,5.04,50.79,37.56
2020-07-28,25.29,35.65,6.26,45.84,38.52
2020-07-29,23.18,35.87,6.93,47.37,38.71
2020-07-30,24.56,36.15,4.87,46.95,39.44
2020-07-31,22.02,36.01,4.96,47.73,39.59
2020-08-01,24.09,36.06,3.49,45.3,40.26
2020-08-02,26.5,36.82,4.21,43.3,40.82
2020-08-03,24.85,36.8,6.06,42.76,39.87
2020-08-04,26.42,36.7,5.39,43.41,40.13
2020-08-05,25.01,38.13,2.99,39.7,42.24
2020-08-06,20.7,35.8,6.43,46.34,37.35
2020-08-07,12.82,32.27,5.12,65.13,32.8
2020-08-08,16.0,31.46,3.46,68.69,32.88
2020-08-09,25.42,34.23,3.47,52.87,37.29
2020-08-10,21.18,34.58,4.35,53.87,38.02
2020-08-11,17.75,34.13,4.84,54.01,36.42
2020-08-12,24.88,35.01,6.94,52.59,37.56
2020-08-13,24.56,35.38,6.53,53.9,38.2
2020-08-14,24.15,35.61,4.8,51.91,38.66
2020-08-15,20.26,32.56,3.04,65.58,34.29
2020-08-16,22.2,34.07,2.3,59.13,37.45
2020-08-17,21.71,35.15,4.02,54.63,38.45
2020-08-18,21.74,33.19,4.61,62.33,34.85
2020-08-19,22.86,32.87,5.89,62.4,34.18
2020-08-20,19.61,31.65,3.54,63.79,32.88
2020-08-21,20.22,33.29,2.99,54.08,36.32
2020-08-22,23.33,34.09,3.88,49.1,36.78
2020-08-23,24.72,34.54,5.15,46.73,37.13
2020-08-24,21.75,34.13,4.15,51.25,36.81
2020-08-25,13.3,31.38,2.58,70.91,32.47
2020-08-26,18.19,30.63,6.86,68.25,32.15
2020-08-27,17.1,31.6,4.97,60.87,34.37
2020-08-28,22.08,32.68,3.69,55.4,35.8
2020-08-29,14.9,32.28,1.97,63.02,33.9
2020-08-30,17.91,30.67,2.51,73.05,30.88
2020-08-31,10.22,28.27,3.29,83.72,28.83
2020-09-01,15.97,28.66,6.53,76.93,29.12
2020-09-02,20.82,30.6,2.72,64.1,32.87
2020-09-03,15.7,31.87,1.45,56.69,34.5
2020-09-04,12.53,30.43,1.7,67.97,31.36
2020-09-05,13.75,29.08,1.03,76.47,29.86
2020-09-06,22.61,30.97,2.24,64.33,32.88
2020-09-07,23.63,32.16,3.36,58.55,34.16
2020-09-08,23.89,32.17,3.23,54.59,34.51
2020-09-09,23.74,32.01,3.44,55.56,34.38
2020-09-10,23.31,32.71,3.12,52.94,35.16
2020-09-11,22.91,33.12,3.43,52.97,35.35
2020-09-12,21.52,33.62,2.34,48.81,36.16
2020-09-13,19.41,33.39,1.67,49.52,36.5
2020-09-14,20.88,33.45,3.34,51.65,35.49
2020-09-15,16.74,32.71,3.07,56.12,34.76
2020-09-16,20.1,32.81,3.73,53.77,34.48
2020-09-17,21.1,31.83,4.65,58.46,33.28
2020-09-18,21.76,32.03,4.19,56.31,33.9
2020-09-19,22.49,30.8,2.81,62.23,32.77
2020-09-20,21.23,32.04,2.44,55.67,33.76
2020-09-21,22.46,32.9,2.2,42.34,34.38
2020-09-22,22.63,33.62,2.43,31.27,34.67
2020-09-23,21.17,33.13,1.95,38.85,34.83
2020-09-24,22.3,33.26,3.31,37.39,34.69
2020-09-25,21.9,31.47,6.01,49.03,32.8
2020-09-26,22.46,29.85,3.97,47.84,31.45
2020-09-27,22.02,29.0,3.34,51.81,30.86
2020-09-28,21.87,30.55,3.29,51.39,32.53
2020-09-29,21.58,30.31,3.3,50.23,32.31
2020-09-30,21.72,30.43,3.4,46.13,32.1
2020-10-01,21.37,30.44,4.9,42.04,31.45
2020-10-02,22.54,29.2,4.08,38.54,30.08
2020-10-03,21.93,29.78,3.26,46.17,30.93
2020-10-04,21.91,29.99,2.75,45.7,31.48
2020-10-05,21.35,30.66,3.28,37.17,32.06
2020-10-06,21.9,29.75,3.27,34.75,30.96
2020-10-07,21.7,29.78,3.04,33.16,30.92
2020-10-08,21.48,30.21,1.52,30.02,31.12
2020-10-09,20.56,30.86,1.37,31.13,31.95
2020-10-10,20.71,30.69,1.64,28.72,31.31
2020-10-11,20.94,31.12,1.16,22.16,30.48
2020-10-12,21.12,30.13,2.29,23.35,29.87
2020-10-13,21.73,30.26,1.38,21.57,30.35
2020-10-14,20.51,29.09,2.88,24.51,29.7
2020-10-15,18.24,28.34,3.04,26.93,28.89
2020-10-16,18.06,28.34,3.27,26.86,28.99
2020-10-17,16.51,29.33,3.15,27.13,30.33
2020-10-18,13.92,29.71,2.45,38.44,30.49
2020-10-19,16.86,29.17,1.93,52.38,30.69
2020-10-20,18.05,29.87,2.27,39.66,30.61
2020-10-21,19.21,29.25,2.19,29.9,29.62
2020-10-22,19.62,25.81,2.62,22.95,26.02
2020-10-23,19.42,27.6,1.4,19.51,26.17
2020-10-24,19.53,27.61,1.53,17.9,26.21
2020-10-25,19.45,26.1,3.16,29.48,26.24
2020-10-26,17.79,25.03,2.57,25.31,24.77
2020-10-27,18.06,25.74,1.76,21.75,24.66
2020-10-28,18.28,24.53,3.06,23.18,24.4
2020-10-29,17.45,24.81,2.52,26.3,24.38
2020-10-30,16.82,24.9,2.12,26.13,24.79
2020-10-31,16.26,24.67,2.1,24.63,24.32
2020-11-01,16.82,24.57,2.02,22.74,23.4
2020-11-02,17.75,24.63,2.34,20.52,23.09
2020-11-03,18.49,24.7,2.01,19.47,23.09
2020-11-04,17.75,23.47,3.01,25.11,22.8
2020-11-05,17.27,23.44,3.13,35.27,23.48
2020-11-06,17.36,24.33,1.89,34.38,23.96
2020-11-07,17.01,25.05,1.58,26.85,24.29
2020-11-08,17.01,24.73,2.3,24.82,24.09
2020-11-09,16.77,24.01,2.13,23.09,23.67
2020-11-10,15.83,22.76,3.0,26.19,22.91
2020-11-11,12.57,21.45,3.71,32.09,21.46
2020-11-12,12.63,20.44,3.17,36.87,20.28
2020-11-13,12.96,21.22,2.59,37.68,21.31
2020-11-14,13.98,23.15,2.86,36.26,22.51
2020-11-15,11.15,23.13,3.38,38.99,23.38
2020-11-16,13.84,19.72,4.18,52.03,20.36
2020-11-17,13.0,18.08,4.0,51.94,18.74
2020-11-18,15.37,18.33,2.09,36.87,18.22
2020-11-19,15.32,19.68,1.35,27.43,18.26
2020-11-20,15.29,18.82,2.27,26.9,18.37
2020-11-21,14.86,18.24,2.01,28.87,17.71
2020-11-22,14.21,18.75,2.33,27.97,18.38
2020-11-23,15.27,19.32,2.6,24.91,19.06
2020-11-24,11.21,17.43,2.47,31.09,17.14
2020-11-25,7.89,15.17,5.05,62.44,15.48
2020-11-26,12.82,15.08,5.17,72.95,15.46
2020-11-27,14.95,15.28,4.23,63.57,15.73
2020-11-28,15.35,15.45,2.66,47.16,15.4
2020-11-29,15.21,17.42,2.1,35.5,16.69
2020-11-30,15.04,18.74,2.76,27.27,18.58
2020-12-01,14.32,19.71,2.91,27.4,19.62
2020-12-02,14.45,21.25,2.12,25.28,19.84
2020-12-03,14.38,22.68,2.22,22.46,19.87
2020-12-04,14.16,22.18,2.81,25.72,20.04
2020-12-05,13.96,21.1,2.87,37.27,21.11
2020-12-06,13.27,19.94,3.14,42.97,20.2
2020-12-07,12.73,20.37,2.38,38.68,20.45
2020-12-08,13.68,21.73,2.67,36.09,21.54
2020-12-09,13.18,20.46,3.18,43.24,20.76
2020-12-10,12.58,18.66,4.46,63.36,19.33
2020-12-11,11.9,18.57,3.74,56.15,19.57
2020-12-12,13.88,16.51,2.2,56.87,17.48
2020-12-13,12.92,14.37,2.94,48.78,15.16
2020-12-14,14.54,13.96,3.46,43.76,14.48
2020-12-15,13.12,13.15,3.8,40.1,13.8
2020-12-16,12.74,12.35,3.93,45.58,12.82
2020-12-17,14.17,11.42,3.07,37.29,11.46
2020-12-18,14.37,13.46,2.38,28.88,12.62
2020-12-19,14.69,14.9,2.96,28.07,14.24
2020-12-20,13.03,16.01,2.98,28.37,15.02
2020-12-21,14.43,17.38,1.74,26.06,15.85
2020-12-22,14.36,16.89,3.16,29.61,16.29
2020-12-23,14.61,15.43,3.6,38.47,15.61
2020-12-24,14.4,15.28,3.97,39.73,15.4
2020-12-25,12.8,16.04,3.87,38.24,16.19
2020-12-26,12.75,16.86,2.34,34.96,16.59
2020-12-27,15.51,13.93,4.8,26.82,12.94
2020-12-28,15.9,11.54,2.41,24.13,11.4
2020-12-29,14.96,11.56,3.41,32.15,11.68
2020-12-30,14.83,12.01,3.45,43.36,12.44
2020-12-31,13.54,11.67,3.97,40.21,11.8
